time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2019/04/28/15:05:57.397180,5818,1556456755,316153,gps,0,5,22.300551,114.1792819,-7.813,"(8.225423999999999, 0.0, 0.0, 0.0, 8.225423999999999, 0.0, 0.0, 0.0, 57.744801)",2
2019/04/28/15:05:58.415301,5819,1556456756,315775,gps,0,5,22.3004893,114.1793411,-8.196,"(9.333025000000001, 0.0, 0.0, 0.0, 9.333025000000001, 0.0, 0.0, 0.0, 64.96360000000001)",2
2019/04/28/15:05:59.418314,5820,1556456757,315391,gps,0,5,22.3004341,114.1794098,-6.227,"(10.252804, 0.0, 0.0, 0.0, 10.252804, 0.0, 0.0, 0.0, 70.93008400000001)",2
2019/04/28/15:06:00.413207,5821,1556456758,315004,gps,0,5,22.3003818,114.1794732,-2.489,"(10.634121, 0.0, 0.0, 0.0, 10.634121, 0.0, 0.0, 0.0, 71.385601)",2
2019/04/28/15:06:01.416752,5822,1556456759,314611,gps,0,5,22.3003227,114.1795339,2.854,"(12.089528999999999, 0.0, 0.0, 0.0, 12.089528999999999, 0.0, 0.0, 0.0, 79.619929)",2
2019/04/28/15:06:02.410170,5823,1556456760,314229,gps,0,5,22.300266,114.1796017,3.406,"(14.409615999999998, 0.0, 0.0, 0.0, 14.409615999999998, 0.0, 0.0, 0.0, 95.2576)",2
2019/04/28/15:06:03.390362,5824,1556456761,313845,gps,0,5,22.3002033,114.1796513,5.508,"(16.933225, 0.0, 0.0, 0.0, 16.933225, 0.0, 0.0, 0.0, 118.679236)",2
2019/04/28/15:06:04.406979,5825,1556456762,313423,gps,0,5,22.3001587,114.1797068,22.466,"(20.894040999999998, 0.0, 0.0, 0.0, 20.894040999999998, 0.0, 0.0, 0.0, 161.315401)",2
2019/04/28/15:06:05.405362,5826,1556456763,313048,gps,0,5,22.3001108,114.1797598,20.604,"(17.505856, 0.0, 0.0, 0.0, 17.505856, 0.0, 0.0, 0.0, 145.87808399999997)",2
2019/04/28/15:06:06.395140,5827,1556456764,312669,gps,0,5,22.3000686,114.1797983,20.338,"(17.288964000000004, 0.0, 0.0, 0.0, 17.288964000000004, 0.0, 0.0, 0.0, 150.40569599999998)",2
2019/04/28/15:06:07.420258,5828,1556456765,312286,gps,0,5,22.3000323,114.179832,21.419,"(14.760964000000001, 0.0, 0.0, 0.0, 14.760964000000001, 0.0, 0.0, 0.0, 137.49907600000003)",2
2019/04/28/15:06:08.404277,5829,1556456766,311909,gps,0,5,22.2999986,114.1798588,20.045,"(14.017536000000002, 0.0, 0.0, 0.0, 14.017536000000002, 0.0, 0.0, 0.0, 116.337796)",2
2019/04/28/15:06:09.399546,5830,1556456767,311530,gps,0,5,22.2999559,114.1798522,19.739,"(12.222016, 0.0, 0.0, 0.0, 12.222016, 0.0, 0.0, 0.0, 103.73422500000001)",2
2019/04/28/15:06:10.398158,5831,1556456768,311144,gps,0,5,22.2999194,114.1798345,21.645,"(10.857025, 0.0, 0.0, 0.0, 10.857025, 0.0, 0.0, 0.0, 99.8001)",2
